# =============================================================================
# DEFCON LANGUAGE FILE
#
# Format:
# stringId                  translation
#
#
# A hash at the start of a line indicates a comment
# StringIDs MUST be left untouched during translation
#
# =============================================================================


# =============================================================================
# Name of the language in the language
# =============================================================================

lang			Português
dialog_11khz			11 Khz Qualidade Baixa
dialog_22khz			22 Khz Qualidade Média
dialog_44khz			44 Khz Qualidade Alta
dialog_numchannels			Nº Canais
dialog_8channels			8 Canais
dialog_16channels			16 Canais
dialog_32channels			32 Canais
dialog_64channels			64 Canais
dialog_memoryusage			Uso de Memória
dialog_swapstereo			Inverter Estéreo
dialog_hw3dsound			Som Hardware3d
dialog_realtimeeffects			Efeitos em Tempo Real
dialog_mastervolume			Volume Geral
dialog_cpuusage			Uso de CPU
dialog_cpuusageunknown			Uso de CPU desconhecido

dialog_screenoptions			Tela
dialog_refreshrate			Frequência
dialog_windowed			Modo Janela
dialog_windowedmode			(modo janela)
dialog_fullscreen			Tela Cheia
dialog_resolution			Resolução
dialog_colourdepth			Cor
dialog_colourdepth_16			16 bits
dialog_colourdepth_24			24 bits
dialog_colourdepth_32			32 bits
dialog_colourdepth_X			*C bits
# C = Color Depth
dialog_zbufferdepth			Z Buffer
dialog_refreshrate_X			*R Hz
# R = Refresh Rate
dialog_resolution_W_H			*W x *H
# W = Screen Width, H = Screen Height
dialog_antialias                    Anti-serrilhado

dialog_networkoptions			Rede
dialog_networkclientport			Porta do Cliente
dialog_networkserverport			Porta do Servidor
dialog_networkmetaserverport			Porta do MetaServidor
dialog_networkuseportforwarding			Redirecionar de Portas
dialog_networktracksync			Seguir Erros de Sincronização
dialog_networktracksynctooltip			Habilite esta opção para que com cada quadro se armazene bastante informação que servirá de ajuda para o seguimento dos Erros de Sincronização.\nAfetará o desempenho de forma significativa.
dialog_networkportforwardtooltip			Habilite esta opção se estiver tendo problemas ao se juntar ou se conectar aos jogos.\nVocê deve habilitar de forma manual o redirecionamento de portas para os dados UDP entrantes nas portas anteriores de seu NAT.
dialog_networkfailed			Erro
dialog_networkfailedgamerunning			Não pode modificar a configuração de rede\nenquanto estiver em uma partida.
dialog_networksuccess			Operação Realizada Com Êxito
dialog_networksuccessfull			A configuração da rede\nfoi atualizada.
dialog_networkporttooltip			Número da porta que será utilizada para a comunicação. Os números válidos para a porta têm que ser maiores que 1024 e menores que 65535.\nConfigure como porta 0 para permitir que o sistema escolha por você uma porta livre.
dialog_troubleshooting			Você tem problemas? Aperte aqui...
dialog_troubleshooting_tooltip			Aperte aqui para visitar o nosso site na Web dedicado à resolução de problemas para podermos lhe ajudaremos a diagnosticar qualquer complicação relacionada com a rede.
dialog_no_change_while_in_game_1			Não pode modificar a configuração de rede
dialog_no_change_while_in_game_2			enquanto estiver em uma partida em andamento

dialog_authoptions			Autenticação
dialog_paste			Colar
dialog_paste_tooltip			Colar chave da área de transferência
dialog_auth_failed			ERRO na Autenticação
dialog_bad_key_title			ERRO NA AUTENTICAÇÃO
dialog_authkey_not_found			não foi encontrada a chave de autenticação
dialog_meta_server_details			\n\nPor favor, visita esta url para ativar sua chave:\nMETASERVER.INTROVERSION.CO.UK
dialog_not_permitted_start_game			Não pode iniciar uma nova partida\nporque não foi possível autenticar sua chave.\n\n\nCHAVE  : *K\nERRO: *E\n*M
# K = Auth Key, E = Error Message, M = Message
dialog_not_permitted_join_game			Não pode se unir a uma partida\nporque não foi possível autenticar sua chave.\n\nCHAVE : *K\nERRO: *E\n
# K = Auth Key, E = Error Message
dialog_auth_error			Erro de Autenticação\n*E\n\nChave: *K\n
# K = Auth Key, E = Error Message
dialog_type_authkey_or_demo_1			Por favor digite sua Chave de Autenticação
dialog_type_authkey_or_demo_2			ou aperte em Jogar a Demo
dialog_auth_status			ESTADO DA AUTENTICAÇÃO
dialog_auth_status_unknown			DESCONHECIDO
dialog_auth_status_checking			VERIFICANDO...
dialog_auth_status_demo_user			USUÁRIO DEMO
dialog_may_play_as_demo_user			Pode jogar como um USUÁRIO DEMO se assim o desejar.
dialog_cannot_use_mac_key_on_pc     Não pode utilizar uma chave para o MAC na versão para PC.
dialog_cannot_use_pc_key_on_mac     Não pode utilizar uma chave para PC na versão para o MAC.

dialog_auth_wrong_platform          Plataforma incorreta
dialog_auth_key_dead                Chave não utilizável
dialog_auth_version_not_found			Versão não encontrada
dialog_auth_key_inactive			Chave inativa
dialog_auth_version_revoked			Versão suspensa
dialog_auth_key_not_found			Chave não encontrada
dialog_auth_key_revoked			Chave suspensa
dialog_auth_key_banned			Chave proibida
dialog_auth_key_invalid			Chave inválida
dialog_auth_unknown			Desconhecido
dialog_auth_accepted			Aceito

dialog_controloptions			Outros
dialog_sidescrolling			Deslocar Mouse
dialog_zoomspeed                    Velocidade do Zoom
dialog_camdragging			Arrastar Câmera
dialog_tooltips			Informação Ferramentas
dialog_popupscale			Escala
dialog_panickey			Tecla de Pânico
dialog_language			Idioma 
dialog_restart_required_language			Por favor, reinicie o Defcon para que a configuração\ndo idioma tenha efeito.
dialog_keyboardlayout               Distribuição do Teclado

dialog_zoomnormal                   Normal
dialog_zoomslow                     Lento

dialog_lobby			LOBBY
dialog_lobby_team_options			Opções de Equipe
dialog_lobby_advanced_options			Opções Avançadas
dialog_rename			Alterar Nome
dialog_territories			Territórios
dialog_alliance			Aliança
dialog_requestai			Adcionar Jogador Não Humano
dialog_chat			Chat
dialog_ready			Pronto
dialog_gamestart			Início em *X segundos
# X = Countdown in secondes before the game start
dialog_gamestart_whenready			Todos os jogadores: apertem 'PRONTO' para começar
dialog_gamestart_youready			Aperte 'PRONTO' para começar
dialog_kick			Expulsar
dialog_spectate			Observar
dialog_join_alliance			Unir a *A
# A = Alliance Name
dialog_closed			fechado
dialog_demo_user			USUÁRIO DEMO
dialog_number_players_max			Máximo de *N jogadores
# N = Number Players Max
dialog_click_to_open			aperte para abrir
dialog_click_to_close			aperte para fechar
dialog_awaiting_player			outro jogador...
dialog_cpu_team_name			[CPU] *T
# T = Team Name
dialog_joining			[Se unindo...]
dialog_demo_team_name			[DEMO] *T
# T = Team Name
dialog_demo_too_many_players			Você pode ter todos estes jogadores em sua partida\nporque está utilizando a versão DEMO.\n\nSe quiser entrar na loucura multijogador para seis participantes primeiro terá que comprar o jogo completo.\n\nTamanho Máximo da Partida Demo = *N Jogadores
# N = Max Demo Game Size
dialog_edited			editado
dialog_locked			bloqueado
dialog_click_select_territory			SELECIONE SEU TERRITÓRIO (*T/*M)
# T = Number of Territories, M = Maximum number of Territories
dialog_random_territories			TERRITÓRIOS ALEATÓRIOS
dialog_option_locked_demo_1			Esta opção está BLOQUEADA
dialog_option_locked_demo_2			(Jogador DEMO).
dialog_option_locked_game_mode_1			Esta opção se encontra BLOQUEADA
dialog_option_locked_game_mode_2			devido ao modo de jogo atual.
dialog_spectators_number			ESPECTADORES (*N MÁX)
# N = Maximum number of Spectators
dialog_awaiting_spectators			esperando espectadores...
dialog_internet_identity			ID na Internet:
dialog_internet_identity_details			*I : *P
# I = Ip Address, P = port
dialog_lan_identity			ID na Rede Local:
dialog_server_identity			ID no Servidor:
dialog_lobby_defcon			DEFCOn
dialog_created_by_introversion      CRIADO  POR  INTROVERSION  SOFTWARE
dialog_lobby_version			VERSÃO:
dialog_lobby_have_latest_version			Você tem a versão mais recente.
dialog_lobby_newer_version			Está disponível uma versão mais recente : *V
# V = Newer Version
dialog_lobby_click_to_download			Aperte aqui para baixá-la
dialog_lobby_demo_limitations			LIMITAÇÕES DA VERSÃO DEMO
dialog_lobby_max_demo_game_size			Tamanho Máximo da Partida Demo
dialog_lobby_max_demo_players			Máximo Jogadores Demo em uma partida
dialog_lobby_demo_servers_permitted			Servidores Demo permitidos
dialog_lobby_number_players			*P Jogadores
# P = Number of Players
dialog_lobby_metaserver_time			HORA DO METASERVIDOR
dialog_lobby_time_gmt			*H:*M*A (GMT)
# H = Hours, M = Minutes, A = am/pm
dialog_lobby_test_hours_start_at			SUAS HORAS DE TESTE COMEÇAM ÀS
dialog_lobby_scheduled_test_hour			HORA DE TESTE PROGRAMADA
dialog_lobby_occurring_now			ATUALMENTE EM PROGRESSO
dialog_lobby_next_test_hour_begins			A PRÓXIMA HORA DE TESTE COMEÇA EM
dialog_lobby_minutes			*M MINUTOS
# M = Minutes
dialog_lobby_hours_minutes			*H HORAS *M MINUTOS
# H = Hours, M = Minutes
dialog_lobby_authentication			AUTENTICAÇÃO : *A
# A = Authentication Status
dialog_lobby_client_ident			IDENTIDADE DO CLIENTE : *I:*P
# I = Ip Address, P = port
dialog_lobby_client_ident_unknown			IDENTIDADE DO CLIENTE : DESCONHECIDA
dialog_lobby_server_ident			IDENTIDADE DO SERVIDOR : *I:*P
# I = Ip Address, P = port
dialog_lobby_server_ident_unknown			IDENTIDADE DO SERVIDOR : DESCONHECIDA

dialog_alliance_0			Vermelho
dialog_alliance_1			Verde
dialog_alliance_2			Azul
dialog_alliance_3			Amarelo
dialog_alliance_4			Laranja
dialog_alliance_5			Turquesa

dialog_alliances			Alianças
dialog_declarewar			Romper o Cessar Fogo com *T?
dialog_ceasefire			Cessar Fogo com *T?
dialog_ceasefire_title			Cessar Fogo
dialog_shareradar			Compartilhar Radar
dialog_alliance_leave			Abandonar a Aliança
dialog_alliance_kick			Expulsar este jogador da Aliança
dialog_alliance_join			Solicitar Unir-se a esta Aliança
dialog_shareradarbegin			Compartilhar Radar com *T?
dialog_shareradarend			Deixar de compartilhar Radar com *T?
dialog_vote			Votar
dialog_abstain			Abster-se
dialog_you_requested_alliance_1			Você solicitou 
dialog_you_requested_alliance_2			unir-se a Aliança *A
# A = Alliance
dialog_requested_alliance_1			*T solicitou
# T = Team Name
dialog_requested_alliance_2			unir-se a sua Aliança
dialog_you_requested_kick_1			Você solicitou
dialog_you_requested_kick_2			expulsar *T
# T = Team Name
dialog_requested_kick_1			*T solicitou
# T = Team Name
dialog_requested_kick_2			expulsar *T
# T = Team Name
dialog_vote_yes			SIM
dialog_vote_no			NÃO
dialog_vote_abstain			ABSTER-SE
dialog_vote_seconds_to_vote			*S segundos para votar
# S = Seconds to vote
dialog_vote_number_votes_required			São necessários *V votos
# V = Number of Vote Required
dialog_vote_succeeded			ÊXITO
dialog_vote_failed			FRACASSO
dialog_alliance_player			Jogador
dialog_alliance_receiving		Recebendo
dialog_alliance_radar			Radar
dialog_alliance_sending			Enviando
dialog_alliance_cease			Cessar
dialog_alliance_fire			Fogo

dialog_placeunit			Posicionar Unidade
dialog_createfleet			Criar Frota

dialog_credits_1			*C Créditos
dialog_credits_2			Restantes
dialog_fleets			Frotas
dialog_units			Unidades
dialog_place_fleet			Posicionar frota

dialog_paused			PAUSA
dialog_gameover			FIM DE JOGO
dialog_saved_screenshot			/salvou uma captura da tela
# /me will be replaced by the Team Name
dialog_steam_authentication_failed			ERRO na Autenticação do Steam\n\n
dialog_steam_logged_in_elsewhere			Para solucionar este problema deverá iniciar a sessão no Steam novamente.\nSaia do Defcon, clique no Menu de Arquivo dentro do Steam, e depois em 'Trocar Usuário'.\nIntroduza seu nome de usuário e a senha para iniciar a sessão novamente.\n\n
dialog_steam_error			Erro no Steam
dialog_synchronisation_error			ERRO DE SINCRONIZAÇÃO
dialog_connection_problem_seconds			PROBLEMA COM A CONEXÃO (*S SEGUNDOS)
# S = Seconds of Estimated Latency
dialog_high_latency			Latência Alta
dialog_high_packet_loss			Perda de Pacotes Elevada
dialog_defcon_x_in_x_time			DEFCON *D DENTRO DE *M:*S
# D = Defcon level, M = Minutes, S = Seconds
dialog_time_remaining			FALTAM *M:*S
# M = Minutes, S = Seconds
dialog_autocam			CÂMERA AUTOMÁTICA
dialog_non_playable_demo			DEMO NÃO JOGÁVEL
dialog_tracking_synchronisation			MONITORANDO A SINCRONIZAÇÃO

dialog_steam_authentication			Autenticação na Steam
dialog_steam_play_defcon			Jogar Defcon
dialog_steam_auth_status			ESTADO DA AUTENTICAÇÃO NA STEAM
dialog_steam_welcome_to_defcon			Bem-vindo ao Defcon!
dialog_steam_may_play_demo			Vovê pode jogar a DEMO do Defcon
dialog_steam_unable_to_auth			Não pudemos te autenticar.
dialog_steam_auth_progress			Autenticação na Steam : *P
# P = Steam Authentication Progress

dialog_steam_error_edenysteamvalidationstalled			Erro ao verificar o Ticket de Identificação do Usuário da STEAM (o servidor não conceguir se contactar com o servidor de autenticação).\n
dialog_steam_error_edenynotloggedon			Login Inválido na Steam
dialog_steam_error_edenyloggedinelsewhere			Esta conta foi logada em outro local
dialog_steam_error_edenynolicense			Esta conta Steam não é proprietária deste jogo.\nPor favor, logue na Steam correta.
dialog_steam_error_edenyinvalidversion			Versão de cliente incompatível com o servidor. \nPor favor, saia e reinicie
dialog_steam_error_edenycheater			Esta conta está proibida
dialog_steam_error_edenyunknowntext			O servidor interrompeu a conexão com o cliente
dialog_steam_error_edenyincompatibleanticheat			Está executando uma ferramenta externa que é incompatível com servidores seguros.
dialog_steam_error_edenymemorycorruption			Foi detectada uma falha na memória.
dialog_steam_error_edenyincompatiblesoftware			Está executando um software que não é compatível com servidores seguros.
dialog_steam_error_edenygeneric			O servidor interrompeu a conexão com o cliente
dialog_steam_error_unknown			Desconhecido

dialog_steam_progress_not_started			Não Iniciado
dialog_steam_progress_started			Iniciado
dialog_steam_progress_starting_steam			Iniciando Steam
dialog_steam_progress_starting_steam_api			Iniciando API da Steam
dialog_steam_progress_logging_on_to_steam			Iniciando Sessão na Steam
dialog_steam_progress_getting_steam_id			Obtendo o Id. da Steam
dialog_steam_progress_getting_encryption_details			Obtendo Detalhes de Criptografia
dialog_steam_progress_getting_steam2_auth			Obtendo Autenticação Steam2
dialog_steam_progress_getting_steam3_auth			Obtendo Autenticação Steam3
dialog_steam_progress_requesting_authentication			Solicitando Autenticação
dialog_steam_progress_success			Êxito
dialog_steam_progress_success_demo			Êxito (Demo)
dialog_steam_progress_failed			Erro

dialog_warning			Atenção

dialog_enterpassword			Introduzir Senha do Servidor
dialog_setpassword			Definir Senha do Servidor (deixe em branco para que não haja senha)

dialog_resync_title			Resincronizar
dialog_resync_button			Resincronizar
dialog_resync_caption			Sua partida perdeu a Sincronização com outros jogadores.\n\nAperte o botão Resincronizar para tentar solucionar erro.\n\nÉ possível que leve vários minutos.

team_unassigned			Sem atribuir
team_ai			Jogador IA
team_local			Jogador Local
team_remote			Jogador Remoto

team_name_not_set			[nome-não-definido]

dialog_metaserver_failedtitle			NÃO FOI POSSÍVEL CONECTAR COM O METASERVIDOR
dialog_metaserver_failedconnect			O Defcon não pôde se conectar com o MetaServidor.\nIsto significa que não poderá recuperar as listagens de servidor,\nnem acrescentar à lista seu próprio servidor de jogo.\n\nVerifique se a conexão com a internet está funcionando e tente desabilitar\nos Firewalls e as Ferramentas de rede que possam estar executando.\n\nÉ necessário que o Defcon disponha de acesso as seguintes portas:\n5009 UDP (saída)\n5009 UDP (entrada)\n\nPara receber mais ajuda consulte o nosso guia de resolução de problemas:\nhttp://www.everybody-dies.com/support/

dialog_client_failedtitle			ERRO NA REDE
dialog_client_failedconnect			Defcon não pôde abrir um Listener de Rede para o Cliente.\nIsso significa que você não poderá participar de nenhum jogo,\nnem criá-lo.\n\nTente desabilitar\no Firewall e o resto das Ferramentas de Rede que você pode estar executando.\n\nPara obter mais ajuda, consulte nossa guia de solução de problemas:\n

dialog_server_failedtitle			NÃO FOI POSSÍVEL INICIAR O SERVIDOR
dialog_server_failedconnect			O DEFCON não foi capaz de iniciar um servidor.\nIsso ocorre porque as conexões de rede necessárias não estão disponíveis.\n\nTente desabilitar\no Firewall e o resto das Ferramentas de Rede que você pode estar executando.\n\nPara obter mais ajuda, consulte nossa guia de solução de problemas:\n

dialog_ambxsupport			Suporte a amBX
dialog_ambxsupport_tooltip			Ative esta opção só se tiver hardware AMBX instalado. Para receber mais informação visite www.ambx.com.

dialog_screen_error_title			Erro da tela
dialog_screen_error_caption			Não foi possível definir as configurações de exibição de\n*W x *H, cor de *C, *S que foi solicitada.\n\nFoi restaurada a configuração de segurnaça\n*w x *h, cor de *c, *s.
# W = Screen Width, H = Screen Height, C = Color Depth (ie: 24 bit), S = Windowed/Fullscreen
# The four other are the safe version of their capitalized counterparts (ie: w, h ,c ,s)

dialog_restart_required_title			É necessário reiniciar
dialog_restart_required_caption			Por favor, reinicie o Defcon para que a configuração\nda tela tenha efeito.

dialog_connection_status			Estado da Conexão
dialog_abort_current_connection			Anular a tentativa de conexão atual
dialog_state_disconnected			DESCONECTADO
dialog_state_connecting			CONECTANDO...
dialog_state_connected			CONECTADO
dialog_state_attempts			TENTATIVAS: *A
# A = Number of Connection Attempts
dialog_state_receiving			RECEBENDO...
dialog_state_received			RECEBIDO
dialog_state_synchronising		SINCRONIZANDO...
dialog_state_synchronised		SINCRONIZADO
dialog_state_time_remaining		TEMPO RESTANTE : *M.*S
# M = Minutes, S = Seconds

dialog_toolbar_units			unidades
dialog_toolbar_allies			aliados
dialog_toolbar_comms			com.
dialog_toolbar_scores			pontuações
dialog_toolbar_radar			radar
dialog_toolbar_people			população
dialog_toolbar_orders			ordens
dialog_toolbar_territory		território
dialog_toolbar_nukes			bombas
dialog_toolbar_white_board		quadro de avisos
dialog_toolbar_info			informação

dialog_mod			Mods
dialog_mod_commit_title			CARREGANDO MODS...
dialog_mod_commit_mod_path		Estabelecendo o caminho do MOD...\n
dialog_mod_commit_activating_mod	Ativando o mod '*N *V'\n
# N = MOD name, V = version
dialog_mod_commit_all_mods_off		Todos os MODs foram desativados
dialog_mod_error			ERRO
dialog_mod_no_arrangement_change    Você não pode mudar a ordem dos mods CRÍTICOS\nenquanto um jogo está em andamento.
dialog_mod_not_installed            (NÃO INSTALADO)
dialog_mod_active                   ativo
dialog_mod_clear_all                Limpar Todos
dialog_mod_deactivate               Desativar
dialog_mod_activate                 Ativar
dialog_mod_click_download_mods      Clique aqui para baixar mais mods
dialog_mod_click_here               Clique aqui
dialog_mod_move_up                  Mover para cima
dialog_mod_move_down                Mover para baixo
dialog_mod_no_mod_selected          Nenhum mod selecionado
dialog_mod_screenshot_not_found     Captura de tela não encontrada
dialog_mod_install_dir              Diretório de Instalação
dialog_mod_author                   Autor
dialog_mod_website                  Website
dialog_mod_required_all_players     Necessário por TODOS OS JOGADORES
dialog_error_mod_path_title         Erro ao definir o caminho do MOD
dialog_error_mod_path_caption       Erro ao definir o caminho do MOD.\nEste servidor está executando um MOD que você não tem instalado.\n\nO servidor está executando os seguintes MODs:\n

dialog_demo                         Demo
dialog_welcome_to_demo              BEM-VINDO AO DEMO
dialog_play_demo                    Jogar Demo
dialog_buy_now                      Comprar Agora
dialog_buy_now_caps                 COMPRAR AGORA
dialog_exit_game_time               Sair do Jogo (*T)
# T = Tempo restante
dialog_exit_game                    Sair do Jogo
dialog_welcome_to_demo_defcon       Bem-vindo ao DEMO do Defcon.
dialog_demo_player_limited          Você pode criar um jogo multiplayer\nmas estará limitado a no máximo *P jogadores.\nNo JOGO COMPLETO, você pode ter até 6 jogadores.\n\n
# P = Número de Jogadores
dialog_demo_player_join_limited     Você pode entrar em um jogo multiplayer existente\nmas apenas se houver menos de *P jogadores DEMO\njá conectados.
# P = Número de Jogadores
dialog_demo_spectate_any_game       \n\nVocê pode assistir qualquer jogo.

dialog_server_browser               Navegador de Servidores
dialog_server_password              Senha do Servidor
dialog_enter_ip_manually            Digite o IP manualmente
dialog_filters                      Filtros
dialog_server_details               Servidor  *I : *P
# I = Endereço IP, P = porta
dialog_server_version_mismatch      Você não pode entrar neste servidor de jogo.\n\nEles estão executando uma versão diferente da sua\ne as versões não são compatíveis.\n\n\nSua versão   : *V\nVersão deles : *T
# V = Sua versão, T = Versão deles
dialog_cannot_join_server           Não é possível entrar no servidor
dialog_no_join_mods_not_installed   Você não pode entrar neste servidor de jogo.\n\nEles estão executando MODs que você não tem instalado.\nEsses MODs são necessários:\n\n*R\n\nVocê pode baixar MODs em\n
# R = Motivo
dialog_no_join_own_game             Você não pode entrar neste servidor de jogo.\n\nEste é o seu próprio servidor de jogo e você já está\nconectado a ele.
dialog_requesting                   Solicitando...
dialog_refresh_number_server        Atualizar (*S)
# S = Número de Servidores
dialog_server_demo_restricted       Este servidor está PROIBIDO PARA DEMOS.\n\nIsso significa que já existem muitos jogadores de demonstração conectados ao jogo ou o jogo está sendo executado em um modo avançado.\n\nSe você deseja participar de jogos deste tamanho, será necessário comprar o jogo completo.\n\nJogadores de demonstração máximos por jogo: *N
# N = Tamanho Máximo do Jogo de Demonstração
dialog_number_server_found          *N servidor(es) encontrado(s)
# N = Número de Servidores Encontrados
dialog_retrieving_server_list       Obtendo Lista de Servidores...
dialog_net_location_lan             *I:*P [LAN]
# I = Endereço IP, P = porta
dialog_game_ended                   (encerrado)
dialog_demo_game_mode               demo
dialog_mod_base_number_more         *M (*N mais)
# M = Base do Mod, N = Número de Mods Restantes
dialog_server_name_incompatible     *S [INCOMPATÍVEL]
# S = Nome do Servidor
dialog_server_name_mods_required    *S [MODS REQUERIDOS]
# S = Nome do Servidor
dialog_server_name_your_server      *S [SEU SERVIDOR]
# S = Nome do Servidor
dialog_server_name_demo_restricted  *S [PROIBIDO PARA DEMOS]
# S = Nome do Servidor
dialog_server_name_full             *S [COMPLETO]
# S = Nome do Servidor
dialog_server_name_not_responding   *S [NÃO RESPONDENDO]
# S = Nome do Servidor
dialog_connected_recently           (Conectado Recentemente)
dialog_server_browser_teams         Equipes
dialog_server_browser_specs         Especificações
dialog_server_browser_time          Tempo
dialog_server_browser_mods          Mods
dialog_server_browser_game_mode     Modo de Jogo
dialog_server_browser_server_name   Nome do Servidor
dialog_server_browser_list          Lista
dialog_filter_all_games             Todos os Jogos
dialog_filter_games_in_lobby        Jogos na Sala de Espera
dialog_filter_games_in_progress     Jogos em Andamento
dialog_filter_recent_servers        Servidores Recentes
dialog_filter_lan_games             Jogos LAN
dialog_filter_enter_ip_manually     Digitar Endereço IP Manualmente
dialog_join                         Juntar-se
dialog_enter_ip                     [digitar endereço IP]
dialog_connect                      Conectar
dialog_server_ip                    Endereço IP do Servidor
dialog_server_port                  Porta do Servidor
dialog_single_player_games          Jogos de um Jogador
dialog_demo_games                   Jogos de Demonstração
dialog_default_named_servers        Servidores Nomeados Padrão
dialog_show_single_player_games     Mostrar jogos de um jogador
dialog_show_demo_games              Mostrar jogos de demonstração
dialog_show_default_named_games     Mostrar servidores nomeados padrão
dialog_server_name                  Nome
dialog_server_identity_address      Identidade
dialog_server_game_name             Jogo
dialog_server_game_mode             Modo de Jogo
dialog_server_score_mode            Modo de Pontuação
dialog_server_started               [iniciado]
dialog_server_ended                 [encerrado]
dialog_server_not_yet_started       [ainda não iniciado]
dialog_spectators                   Espectadores
dialog_server_game_time             Tempo de Jogo
dialog_server_scores                Pontuações
dialog_retrieving_scores            Obtendo Pontuações


dialog_disconnected                 Desconectado
dialog_disconnect_client_leave      Você saiu do jogo
dialog_disconnect_server_shutdown   O servidor foi desligado
dialog_disconnect_invalid_key       Você está usando uma chave inválida
dialog_disconnect_duplicate_key     Você está usando uma chave duplicada
dialog_disconnect_key_auth_failed   Falha na autenticação da chave
dialog_disconnect_bad_password      Senha inválida digitada
dialog_disconnect_game_full         O jogo já está cheio
dialog_disconnect_kicked_from_game  Expulso pelo servidor
dialog_disconnect_demo_full         Muitos jogadores de demonstração
dialog_disconnect_unknown           Desconhecido

dialog_chat_public                  Público
dialog_chat_alliance                Aliança
dialog_chat_spectators              Espectadores
dialog_chat_channel_public          [público]
dialog_chat_channel_alliance        [aliança]
dialog_chat_channel_spectators      [espectadores]
dialog_chat_channel_private         [privado]
dialog_chat_channel_to_team_name    [para *T]
# T = Nome da equipe

dialog_white_board_draw_erase       desenhar/apagar
dialog_white_board_clear_all        limpar tudo
dialog_white_board_show_all         mostrar tudo

dialog_worldstatus_defcon           DEFCON
dialog_worldstatus_defcon_x         DEFCON *D
# D = Nível de Defcon
dialog_worldstatus_time_remain_hms  Tempo restante: *Hh *Mm *Ss
# H = Horas, M = Minutos, S = Segundos
dialog_worldstatus_time_remain_ms   Tempo restante: *Mm *Ss
# M = Minutos, S = Segundos
dialog_worldstatus_show_stats       Mostrar estatísticas
dialog_worldstatus_scoremode        Modo de pontuação
dialog_worldstatus_cpu_team_name    [CPU]*T
# T = Nome da equipe
dialog_worldstatus_left_team_name   [SAIU]*T
# T = Nome da equipe
dialog_worldstatus_demo_team_name   [DEMO]*T

dialog_worldstatus_out_of_sync      Desincronizado
dialog_worldstatus_out_of_sync_2    desincronizado
dialog_worldstatus_spectator_join   Espectador (entrando...)
